index,date,value,ticker
Repayment Of Debt,2023-12-31 00:00:00,-6140000000.0,PEP
Issuance Of Debt,2023-12-31 00:00:00,10910000000.0,PEP
Capital Expenditure,2023-12-31 00:00:00,-5518000000.0,PEP
Interest Paid Supplemental Data,2023-12-31 00:00:00,1401000000.0,PEP
Income Tax Paid Supplemental Data,2023-12-31 00:00:00,2532000000.0,PEP
End Cash Position,2023-12-31 00:00:00,9761000000.0,PEP
Beginning Cash Position,2023-12-31 00:00:00,5100000000.0,PEP
Effect Of Exchange Rate Changes,2023-12-31 00:00:00,-277000000.0,PEP
Changes In Cash,2023-12-31 00:00:00,4938000000.0,PEP
Financing Cash Flow,2023-12-31 00:00:00,-3009000000.0,PEP
Cash Flow From Continuing Financing Activities,2023-12-31 00:00:00,-3009000000.0,PEP
Net Other Financing Charges,2023-12-31 00:00:00,-213000000.0,PEP
Proceeds From Stock Option Exercised,2023-12-31 00:00:00,116000000.0,PEP
Cash Dividends Paid,2023-12-31 00:00:00,-6682000000.0,PEP
Common Stock Dividend Paid,2023-12-31 00:00:00,-6682000000.0,PEP
Net Common Stock Issuance,2023-12-31 00:00:00,-1000000000.0,PEP
Common Stock Payments,2023-12-31 00:00:00,-1000000000.0,PEP
Net Issuance Payments Of Debt,2023-12-31 00:00:00,4770000000.0,PEP
Net Short Term Debt Issuance,2023-12-31 00:00:00,2293000000.0,PEP
Short Term Debt Payments,2023-12-31 00:00:00,-3135000000.0,PEP
Short Term Debt Issuance,2023-12-31 00:00:00,5428000000.0,PEP
Net Long Term Debt Issuance,2023-12-31 00:00:00,2477000000.0,PEP
Long Term Debt Payments,2023-12-31 00:00:00,-3005000000.0,PEP
Long Term Debt Issuance,2023-12-31 00:00:00,5482000000.0,PEP
Investing Cash Flow,2023-12-31 00:00:00,-5495000000.0,PEP
Cash Flow From Continuing Investing Activities,2023-12-31 00:00:00,-5495000000.0,PEP
Net Other Investing Changes,2023-12-31 00:00:00,48000000.0,PEP
Net Investment Purchase And Sale,2023-12-31 00:00:00,16000000.0,PEP
Sale Of Investment,2023-12-31 00:00:00,571000000.0,PEP
Purchase Of Investment,2023-12-31 00:00:00,-555000000.0,PEP
Net Business Purchase And Sale,2023-12-31 00:00:00,-239000000.0,PEP
Sale Of Business,2023-12-31 00:00:00,75000000.0,PEP
Purchase Of Business,2023-12-31 00:00:00,-314000000.0,PEP
Net PPE Purchase And Sale,2023-12-31 00:00:00,198000000.0,PEP
Sale Of PPE,2023-12-31 00:00:00,198000000.0,PEP
Capital Expenditure Reported,2023-12-31 00:00:00,-5518000000.0,PEP
Operating Cash Flow,2023-12-31 00:00:00,13442000000.0,PEP
Cash Flow From Continuing Operating Activities,2023-12-31 00:00:00,13442000000.0,PEP
Taxes Refund Paid,2023-12-31 00:00:00,-309000000.0,PEP
Change In Working Capital,2023-12-31 00:00:00,-337000000.0,PEP
Change In Payables And Accrued Expense,2023-12-31 00:00:00,730000000.0,PEP
Change In Payable,2023-12-31 00:00:00,730000000.0,PEP
Change In Account Payable,2023-12-31 00:00:00,420000000.0,PEP
Change In Tax Payable,2023-12-31 00:00:00,310000000.0,PEP
Change In Income Tax Payable,2023-12-31 00:00:00,310000000.0,PEP
Change In Prepaid Assets,2023-12-31 00:00:00,-13000000.0,PEP
Change In Inventory,2023-12-31 00:00:00,-261000000.0,PEP
Change In Receivables,2023-12-31 00:00:00,-793000000.0,PEP
Other Non Cash Items,2023-12-31 00:00:00,-76000000.0,PEP
Stock Based Compensation,2023-12-31 00:00:00,380000000.0,PEP
Asset Impairment Charge,2023-12-31 00:00:00,1232000000.0,PEP
Deferred Tax,2023-12-31 00:00:00,-271000000.0,PEP
Deferred Income Tax,2023-12-31 00:00:00,-271000000.0,PEP
Depreciation Amortization Depletion,2023-12-31 00:00:00,3518000000.0,PEP
Depreciation And Amortization,2023-12-31 00:00:00,3518000000.0,PEP
Depreciation,2023-12-31 00:00:00,3518000000.0,PEP
Operating Gains Losses,2023-12-31 00:00:00,150000000.0,PEP
Pension And Employee Benefit Expense,2023-12-31 00:00:00,150000000.0,PEP
Gain Loss On Sale Of Business,2023-12-31 00:00:00,0.0,PEP
Net Income From Continuing Operations,2023-12-31 00:00:00,9155000000.0,PEP
Free Cash Flow,2022-12-31 00:00:00,5604000000.0,PEP
Repurchase Of Capital Stock,2022-12-31 00:00:00,-1500000000.0,PEP
Repayment Of Debt,2022-12-31 00:00:00,-6156000000.0,PEP
Issuance Of Debt,2022-12-31 00:00:00,5346000000.0,PEP
Capital Expenditure,2022-12-31 00:00:00,-5207000000.0,PEP
Interest Paid Supplemental Data,2022-12-31 00:00:00,1043000000.0,PEP
Income Tax Paid Supplemental Data,2022-12-31 00:00:00,2766000000.0,PEP
End Cash Position,2022-12-31 00:00:00,5100000000.0,PEP
Beginning Cash Position,2022-12-31 00:00:00,5707000000.0,PEP
Effect Of Exchange Rate Changes,2022-12-31 00:00:00,-465000000.0,PEP
Changes In Cash,2022-12-31 00:00:00,-142000000.0,PEP
Financing Cash Flow,2022-12-31 00:00:00,-8523000000.0,PEP
Cash Flow From Continuing Financing Activities,2022-12-31 00:00:00,-8523000000.0,PEP
Net Other Financing Charges,2022-12-31 00:00:00,-179000000.0,PEP
Proceeds From Stock Option Exercised,2022-12-31 00:00:00,138000000.0,PEP
Cash Dividends Paid,2022-12-31 00:00:00,-6172000000.0,PEP
Common Stock Dividend Paid,2022-12-31 00:00:00,-6172000000.0,PEP
Net Common Stock Issuance,2022-12-31 00:00:00,-1500000000.0,PEP
Common Stock Payments,2022-12-31 00:00:00,-1500000000.0,PEP
Net Issuance Payments Of Debt,2022-12-31 00:00:00,-810000000.0,PEP
Net Short Term Debt Issuance,2022-12-31 00:00:00,-13000000.0,PEP
Short Term Debt Payments,2022-12-31 00:00:00,-1982000000.0,PEP
Short Term Debt Issuance,2022-12-31 00:00:00,1969000000.0,PEP
Net Long Term Debt Issuance,2022-12-31 00:00:00,-797000000.0,PEP
Long Term Debt Payments,2022-12-31 00:00:00,-4174000000.0,PEP
Long Term Debt Issuance,2022-12-31 00:00:00,3377000000.0,PEP
Investing Cash Flow,2022-12-31 00:00:00,-2430000000.0,PEP
Cash Flow From Continuing Investing Activities,2022-12-31 00:00:00,-2430000000.0,PEP
Net Other Investing Changes,2022-12-31 00:00:00,11000000.0,PEP
Net Investment Purchase And Sale,2022-12-31 00:00:00,-117000000.0,PEP
Sale Of Investment,2022-12-31 00:00:00,174000000.0,PEP
Purchase Of Investment,2022-12-31 00:00:00,-291000000.0,PEP
Net Business Purchase And Sale,2022-12-31 00:00:00,2632000000.0,PEP
Sale Of Business,2022-12-31 00:00:00,3505000000.0,PEP
Purchase Of Business,2022-12-31 00:00:00,-873000000.0,PEP
Net PPE Purchase And Sale,2022-12-31 00:00:00,251000000.0,PEP
Sale Of PPE,2022-12-31 00:00:00,251000000.0,PEP
Capital Expenditure Reported,2022-12-31 00:00:00,-5207000000.0,PEP
Operating Cash Flow,2022-12-31 00:00:00,10811000000.0,PEP
Cash Flow From Continuing Operating Activities,2022-12-31 00:00:00,10811000000.0,PEP
Taxes Refund Paid,2022-12-31 00:00:00,-309000000.0,PEP
Change In Working Capital,2022-12-31 00:00:00,-888000000.0,PEP
Change In Payables And Accrued Expense,2022-12-31 00:00:00,1899000000.0,PEP
Change In Payable,2022-12-31 00:00:00,1899000000.0,PEP
Change In Account Payable,2022-12-31 00:00:00,1842000000.0,PEP
Change In Tax Payable,2022-12-31 00:00:00,57000000.0,PEP
Change In Income Tax Payable,2022-12-31 00:00:00,57000000.0,PEP
Change In Prepaid Assets,2022-12-31 00:00:00,118000000.0,PEP
Change In Inventory,2022-12-31 00:00:00,-1142000000.0,PEP
Change In Receivables,2022-12-31 00:00:00,-1763000000.0,PEP
Other Non Cash Items,2022-12-31 00:00:00,-555000000.0,PEP
Stock Based Compensation,2022-12-31 00:00:00,343000000.0,PEP
Asset Impairment Charge,2022-12-31 00:00:00,3651000000.0,PEP
Deferred Tax,2022-12-31 00:00:00,-787000000.0,PEP
Deferred Income Tax,2022-12-31 00:00:00,-787000000.0,PEP
Depreciation Amortization Depletion,2022-12-31 00:00:00,3280000000.0,PEP
Depreciation And Amortization,2022-12-31 00:00:00,3280000000.0,PEP
Depreciation,2022-12-31 00:00:00,3280000000.0,PEP
Operating Gains Losses,2022-12-31 00:00:00,-2902000000.0,PEP
Pension And Employee Benefit Expense,2022-12-31 00:00:00,419000000.0,PEP
Gain Loss On Sale Of Business,2022-12-31 00:00:00,-3321000000.0,PEP
Net Income From Continuing Operations,2022-12-31 00:00:00,8978000000.0,PEP
Free Cash Flow,2021-12-31 00:00:00,6991000000.0,PEP
Repurchase Of Capital Stock,2021-12-31 00:00:00,-106000000.0,PEP
Repayment Of Debt,2021-12-31 00:00:00,-8696000000.0,PEP
Issuance Of Debt,2021-12-31 00:00:00,4564000000.0,PEP
Capital Expenditure,2021-12-31 00:00:00,-4625000000.0,PEP
Interest Paid Supplemental Data,2021-12-31 00:00:00,1184000000.0,PEP
Income Tax Paid Supplemental Data,2021-12-31 00:00:00,1933000000.0,PEP
End Cash Position,2021-12-31 00:00:00,5707000000.0,PEP
Beginning Cash Position,2021-12-31 00:00:00,8254000000.0,PEP
Effect Of Exchange Rate Changes,2021-12-31 00:00:00,-114000000.0,PEP
Changes In Cash,2021-12-31 00:00:00,-2433000000.0,PEP
Financing Cash Flow,2021-12-31 00:00:00,-10780000000.0,PEP
Cash Flow From Continuing Financing Activities,2021-12-31 00:00:00,-10780000000.0,PEP
Net Other Financing Charges,2021-12-31 00:00:00,-912000000.0,PEP
Proceeds From Stock Option Exercised,2021-12-31 00:00:00,185000000.0,PEP
Cash Dividends Paid,2021-12-31 00:00:00,-5815000000.0,PEP
Common Stock Dividend Paid,2021-12-31 00:00:00,-5815000000.0,PEP
Net Common Stock Issuance,2021-12-31 00:00:00,-106000000.0,PEP
Common Stock Payments,2021-12-31 00:00:00,-106000000.0,PEP
Net Issuance Payments Of Debt,2021-12-31 00:00:00,-4132000000.0,PEP
Net Short Term Debt Issuance,2021-12-31 00:00:00,45000000.0,PEP
Short Term Debt Payments,2021-12-31 00:00:00,-397000000.0,PEP
Short Term Debt Issuance,2021-12-31 00:00:00,442000000.0,PEP
Net Long Term Debt Issuance,2021-12-31 00:00:00,-4177000000.0,PEP
Long Term Debt Payments,2021-12-31 00:00:00,-8299000000.0,PEP
Long Term Debt Issuance,2021-12-31 00:00:00,4122000000.0,PEP
Investing Cash Flow,2021-12-31 00:00:00,-3269000000.0,PEP
Cash Flow From Continuing Investing Activities,2021-12-31 00:00:00,-3269000000.0,PEP
Net Other Investing Changes,2021-12-31 00:00:00,5000000.0,PEP
Net Investment Purchase And Sale,2021-12-31 00:00:00,1077000000.0,PEP
Sale Of Investment,2021-12-31 00:00:00,1135000000.0,PEP
Purchase Of Investment,2021-12-31 00:00:00,-58000000.0,PEP
Net Business Purchase And Sale,2021-12-31 00:00:00,108000000.0,PEP
Sale Of Business,2021-12-31 00:00:00,169000000.0,PEP
Purchase Of Business,2021-12-31 00:00:00,-61000000.0,PEP
Net PPE Purchase And Sale,2021-12-31 00:00:00,166000000.0,PEP
Sale Of PPE,2021-12-31 00:00:00,166000000.0,PEP
Capital Expenditure Reported,2021-12-31 00:00:00,-4625000000.0,PEP
Operating Cash Flow,2021-12-31 00:00:00,11616000000.0,PEP
Cash Flow From Continuing Operating Activities,2021-12-31 00:00:00,11616000000.0,PEP
Taxes Refund Paid,2021-12-31 00:00:00,-309000000.0,PEP
Change In Working Capital,2021-12-31 00:00:00,718000000.0,PEP
Change In Payables And Accrued Expense,2021-12-31 00:00:00,1792000000.0,PEP
Change In Payable,2021-12-31 00:00:00,1792000000.0,PEP
Change In Account Payable,2021-12-31 00:00:00,1762000000.0,PEP
Change In Tax Payable,2021-12-31 00:00:00,30000000.0,PEP
Change In Income Tax Payable,2021-12-31 00:00:00,30000000.0,PEP
Change In Prepaid Assets,2021-12-31 00:00:00,159000000.0,PEP
Change In Inventory,2021-12-31 00:00:00,-582000000.0,PEP
Change In Receivables,2021-12-31 00:00:00,-651000000.0,PEP
Other Non Cash Items,2021-12-31 00:00:00,-631000000.0,PEP
Stock Based Compensation,2021-12-31 00:00:00,301000000.0,PEP
Asset Impairment Charge,2021-12-31 00:00:00,32000000.0,PEP
Deferred Tax,2021-12-31 00:00:00,488000000.0,PEP
Deferred Income Tax,2021-12-31 00:00:00,488000000.0,PEP
Depreciation Amortization Depletion,2021-12-31 00:00:00,3215000000.0,PEP
Depreciation And Amortization,2021-12-31 00:00:00,3215000000.0,PEP
Depreciation,2021-12-31 00:00:00,3215000000.0,PEP
Operating Gains Losses,2021-12-31 00:00:00,123000000.0,PEP
Pension And Employee Benefit Expense,2021-12-31 00:00:00,123000000.0,PEP
Gain Loss On Sale Of Business,2021-12-31 00:00:00,0.0,PEP
Net Income From Continuing Operations,2021-12-31 00:00:00,7679000000.0,PEP
Free Cash Flow,2024-06-30 00:00:00,-2610251000.0,SMCI
Repurchase Of Capital Stock,2024-06-30 00:00:00,0.0,SMCI
Repayment Of Debt,2024-06-30 00:00:00,-1967545000.0,SMCI
Issuance Of Debt,2024-06-30 00:00:00,3852297000.0,SMCI
Issuance Of Capital Stock,2024-06-30 00:00:00,2313983000.0,SMCI
Capital Expenditure,2024-06-30 00:00:00,-124279000.0,SMCI
Interest Paid Supplemental Data,2024-06-30 00:00:00,16015000.0,SMCI
Income Tax Paid Supplemental Data,2024-06-30 00:00:00,392020000.0,SMCI
End Cash Position,2024-06-30 00:00:00,1670273000.0,SMCI
Beginning Cash Position,2024-06-30 00:00:00,440960000.0,SMCI
Effect Of Exchange Rate Changes,2024-06-30 00:00:00,-2191000.0,SMCI
Changes In Cash,2024-06-30 00:00:00,1231504000.0,SMCI
Financing Cash Flow,2024-06-30 00:00:00,3911724000.0,SMCI
Cash Flow From Continuing Financing Activities,2024-06-30 00:00:00,3911724000.0,SMCI
Net Other Financing Charges,2024-06-30 00:00:00,-316464000.0,SMCI
Proceeds From Stock Option Exercised,2024-06-30 00:00:00,29453000.0,SMCI
Net Common Stock Issuance,2024-06-30 00:00:00,2313983000.0,SMCI
Common Stock Payments,2024-06-30 00:00:00,0.0,SMCI
Common Stock Issuance,2024-06-30 00:00:00,2313983000.0,SMCI
Net Issuance Payments Of Debt,2024-06-30 00:00:00,1884752000.0,SMCI
Net Short Term Debt Issuance,2024-06-30 00:00:00,188984000.0,SMCI
Short Term Debt Payments,2024-06-30 00:00:00,-1967545000.0,SMCI
Short Term Debt Issuance,2024-06-30 00:00:00,2156529000.0,SMCI
Net Long Term Debt Issuance,2024-06-30 00:00:00,1695768000.0,SMCI
Long Term Debt Payments,2024-06-30 00:00:00,,SMCI
Long Term Debt Issuance,2024-06-30 00:00:00,1695768000.0,SMCI
Investing Cash Flow,2024-06-30 00:00:00,-194248000.0,SMCI
Cash Flow From Continuing Investing Activities,2024-06-30 00:00:00,-194248000.0,SMCI
Net Investment Purchase And Sale,2024-06-30 00:00:00,-69673000.0,SMCI
Sale Of Investment,2024-06-30 00:00:00,,SMCI
Purchase Of Investment,2024-06-30 00:00:00,-69673000.0,SMCI
Net Business Purchase And Sale,2024-06-30 00:00:00,-296000.0,SMCI
Sale Of Business,2024-06-30 00:00:00,,SMCI
Purchase Of Business,2024-06-30 00:00:00,-296000.0,SMCI
Net PPE Purchase And Sale,2024-06-30 00:00:00,-124279000.0,SMCI
Purchase Of PPE,2024-06-30 00:00:00,-124279000.0,SMCI
Operating Cash Flow,2024-06-30 00:00:00,-2485972000.0,SMCI
Cash Flow From Continuing Operating Activities,2024-06-30 00:00:00,-2485972000.0,SMCI
Change In Working Capital,2024-06-30 00:00:00,-3752622000.0,SMCI
Change In Other Working Capital,2024-06-30 00:00:00,111927000.0,SMCI
Change In Other Current Liabilities,2024-06-30 00:00:00,8045000.0,SMCI
Change In Payables And Accrued Expense,2024-06-30 00:00:00,661235000.0,SMCI
Change In Accrued Expense,2024-06-30 00:00:00,92942000.0,SMCI
Change In Payable,2024-06-30 00:00:00,568293000.0,SMCI
Change In Account Payable,2024-06-30 00:00:00,679190000.0,SMCI
Change In Tax Payable,2024-06-30 00:00:00,-110897000.0,SMCI
Change In Income Tax Payable,2024-06-30 00:00:00,-110897000.0,SMCI
Change In Prepaid Assets,2024-06-30 00:00:00,-44646000.0,SMCI
Change In Inventory,2024-06-30 00:00:00,-2899996000.0,SMCI
Change In Receivables,2024-06-30 00:00:00,-1589187000.0,SMCI
Changes In Account Receivables,2024-06-30 00:00:00,-1589187000.0,SMCI
Other Non Cash Items,2024-06-30 00:00:00,12343000.0,SMCI
Stock Based Compensation,2024-06-30 00:00:00,231507000.0,SMCI
Provisionand Write Offof Assets,2024-06-30 00:00:00,,SMCI
Asset Impairment Charge,2024-06-30 00:00:00,,SMCI
Deferred Tax,2024-06-30 00:00:00,-168499000.0,SMCI
Deferred Income Tax,2024-06-30 00:00:00,-168499000.0,SMCI
Depreciation Amortization Depletion,2024-06-30 00:00:00,40985000.0,SMCI
Depreciation And Amortization,2024-06-30 00:00:00,40985000.0,SMCI
Depreciation,2024-06-30 00:00:00,40985000.0,SMCI
Operating Gains Losses,2024-06-30 00:00:00,-2352000.0,SMCI
Earnings Losses From Equity Investments,2024-06-30 00:00:00,-1821000.0,SMCI
Net Foreign Currency Exchange Gain Loss,2024-06-30 00:00:00,-531000.0,SMCI
Net Income From Continuing Operations,2024-06-30 00:00:00,1152666000.0,SMCI
Free Cash Flow,2023-06-30 00:00:00,626787000.0,SMCI
Repurchase Of Capital Stock,2023-06-30 00:00:00,-149998000.0,SMCI
Repayment Of Debt,2023-06-30 00:00:00,-1394391000.0,SMCI
Issuance Of Debt,2023-06-30 00:00:00,1093860000.0,SMCI
Issuance Of Capital Stock,2023-06-30 00:00:00,0.0,SMCI
Capital Expenditure,2023-06-30 00:00:00,-36793000.0,SMCI
Interest Paid Supplemental Data,2023-06-30 00:00:00,8541000.0,SMCI
Income Tax Paid Supplemental Data,2023-06-30 00:00:00,114963000.0,SMCI
End Cash Position,2023-06-30 00:00:00,440960000.0,SMCI
Beginning Cash Position,2023-06-30 00:00:00,268559000.0,SMCI
Effect Of Exchange Rate Changes,2023-06-30 00:00:00,-3400000.0,SMCI
Changes In Cash,2023-06-30 00:00:00,175801000.0,SMCI
Financing Cash Flow,2023-06-30 00:00:00,-448293000.0,SMCI
Cash Flow From Continuing Financing Activities,2023-06-30 00:00:00,-448293000.0,SMCI
Net Other Financing Charges,2023-06-30 00:00:00,-28230000.0,SMCI
Proceeds From Stock Option Exercised,2023-06-30 00:00:00,30466000.0,SMCI
Net Common Stock Issuance,2023-06-30 00:00:00,-149998000.0,SMCI
Common Stock Payments,2023-06-30 00:00:00,-149998000.0,SMCI
Common Stock Issuance,2023-06-30 00:00:00,0.0,SMCI
Net Issuance Payments Of Debt,2023-06-30 00:00:00,-300531000.0,SMCI
Net Short Term Debt Issuance,2023-06-30 00:00:00,-300531000.0,SMCI
Short Term Debt Payments,2023-06-30 00:00:00,-1394391000.0,SMCI
Short Term Debt Issuance,2023-06-30 00:00:00,1093860000.0,SMCI
Net Long Term Debt Issuance,2023-06-30 00:00:00,0.0,SMCI
Long Term Debt Payments,2023-06-30 00:00:00,-1394391000.0,SMCI
Long Term Debt Issuance,2023-06-30 00:00:00,0.0,SMCI
Investing Cash Flow,2023-06-30 00:00:00,-39486000.0,SMCI
Cash Flow From Continuing Investing Activities,2023-06-30 00:00:00,-39486000.0,SMCI
Net Investment Purchase And Sale,2023-06-30 00:00:00,-500000.0,SMCI
Sale Of Investment,2023-06-30 00:00:00,,SMCI
Purchase Of Investment,2023-06-30 00:00:00,-500000.0,SMCI
Net Business Purchase And Sale,2023-06-30 00:00:00,-2193000.0,SMCI
Sale Of Business,2023-06-30 00:00:00,,SMCI
Purchase Of Business,2023-06-30 00:00:00,-2193000.0,SMCI
Net PPE Purchase And Sale,2023-06-30 00:00:00,-36793000.0,SMCI
Purchase Of PPE,2023-06-30 00:00:00,-36793000.0,SMCI
Operating Cash Flow,2023-06-30 00:00:00,663580000.0,SMCI
Cash Flow From Continuing Operating Activities,2023-06-30 00:00:00,663580000.0,SMCI
Change In Working Capital,2023-06-30 00:00:00,26868000.0,SMCI
Change In Other Working Capital,2023-06-30 00:00:00,70587000.0,SMCI
Change In Other Current Liabilities,2023-06-30 00:00:00,-4424000.0,SMCI
Change In Payables And Accrued Expense,2023-06-30 00:00:00,164247000.0,SMCI
Change In Accrued Expense,2023-06-30 00:00:00,-50311000.0,SMCI
Change In Payable,2023-06-30 00:00:00,214558000.0,SMCI
Change In Account Payable,2023-06-30 00:00:00,127135000.0,SMCI
Change In Tax Payable,2023-06-30 00:00:00,87423000.0,SMCI
Change In Income Tax Payable,2023-06-30 00:00:00,87423000.0,SMCI
Change In Prepaid Assets,2023-06-30 00:00:00,8313000.0,SMCI
Change In Inventory,2023-06-30 00:00:00,100042000.0,SMCI
Change In Receivables,2023-06-30 00:00:00,-311897000.0,SMCI
Changes In Account Receivables,2023-06-30 00:00:00,-311897000.0,SMCI
Other Non Cash Items,2023-06-30 00:00:00,-668000.0,SMCI
Stock Based Compensation,2023-06-30 00:00:00,54433000.0,SMCI
Provisionand Write Offof Assets,2023-06-30 00:00:00,,SMCI
Asset Impairment Charge,2023-06-30 00:00:00,,SMCI
Deferred Tax,2023-06-30 00:00:00,-92969000.0,SMCI
Deferred Income Tax,2023-06-30 00:00:00,-92969000.0,SMCI
Depreciation Amortization Depletion,2023-06-30 00:00:00,34904000.0,SMCI
Depreciation And Amortization,2023-06-30 00:00:00,34904000.0,SMCI
Depreciation,2023-06-30 00:00:00,34904000.0,SMCI
Operating Gains Losses,2023-06-30 00:00:00,1014000.0,SMCI
Earnings Losses From Equity Investments,2023-06-30 00:00:00,3633000.0,SMCI
Net Foreign Currency Exchange Gain Loss,2023-06-30 00:00:00,-2619000.0,SMCI
Net Income From Continuing Operations,2023-06-30 00:00:00,639998000.0,SMCI
Free Cash Flow,2022-06-30 00:00:00,-485983000.0,SMCI
Repurchase Of Capital Stock,2022-06-30 00:00:00,0.0,SMCI
Repayment Of Debt,2022-06-30 00:00:00,-640695000.0,SMCI
Issuance Of Debt,2022-06-30 00:00:00,1153317000.0,SMCI
Issuance Of Capital Stock,2022-06-30 00:00:00,0.0,SMCI
Capital Expenditure,2022-06-30 00:00:00,-45182000.0,SMCI
Interest Paid Supplemental Data,2022-06-30 00:00:00,5492000.0,SMCI
Income Tax Paid Supplemental Data,2022-06-30 00:00:00,19690000.0,SMCI
End Cash Position,2022-06-30 00:00:00,268559000.0,SMCI
Beginning Cash Position,2022-06-30 00:00:00,233449000.0,SMCI
Effect Of Exchange Rate Changes,2022-06-30 00:00:00,-678000.0,SMCI
Changes In Cash,2022-06-30 00:00:00,35788000.0,SMCI
Financing Cash Flow,2022-06-30 00:00:00,522871000.0,SMCI
Cash Flow From Continuing Financing Activities,2022-06-30 00:00:00,522871000.0,SMCI
Net Other Financing Charges,2022-06-30 00:00:00,-10745000.0,SMCI
Proceeds From Stock Option Exercised,2022-06-30 00:00:00,20994000.0,SMCI
Net Common Stock Issuance,2022-06-30 00:00:00,0.0,SMCI
